Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH4736,SCH0746,English,Basic,10,28
TCH4737,SCH0322,Social Studies,Advanced,18,28
TCH4738,SCH0696,Nepali,Advanced,16,24
TCH4739,SCH0770,English,Advanced,5,11
TCH4740,SCH0881,English,Advanced,8,28
TCH4741,SCH0594,Nepali,Basic,9,29
TCH4742,SCH0561,English,Basic,9,23
TCH4743,SCH0673,English,Advanced,1,13
TCH4744,SCH0814,Math,Basic,11,20
TCH4745,SCH0642,Math,Advanced,10,10
TCH4746,SCH0649,English,Advanced,23,10
TCH4747,SCH0079,Math,Basic,18,22
TCH4748,SCH0177,Social Studies,Advanced,12,11
TCH4749,SCH0520,English,Advanced,23,11
TCH4750,SCH0071,Nepali,Basic,15,29
TCH4751,SCH0369,Nepali,Advanced,10,21
TCH4752,SCH0844,Social Studies,Basic,1,24
TCH4753,SCH0100,Science,Advanced,9,20
TCH4754,SCH0713,Science,Basic,14,21
TCH4755,SCH0144,Math,Basic,15,29
TCH4756,SCH0718,Social Studies,Advanced,18,29
TCH4757,SCH0976,Nepali,Basic,10,28
TCH4758,SCH0299,Science,Basic,17,26
TCH4759,SCH0597,Science,Basic,2,23
TCH4760,SCH0838,Science,Basic,12,22
TCH4761,SCH0096,Nepali,Advanced,8,26
TCH4762,SCH0806,Nepali,Basic,11,20
TCH4763,SCH0152,Math,Advanced,21,12
TCH4764,SCH0260,Nepali,Advanced,22,11
TCH4765,SCH0074,Math,Advanced,11,12
TCH4766,SCH0791,English,Basic,15,22
TCH4767,SCH0744,Science,Advanced,18,14
TCH4768,SCH0333,Science,Advanced,26,12
TCH4769,SCH0015,English,Basic,10,26
TCH4770,SCH0199,Science,Advanced,7,29
TCH4771,SCH0572,Social Studies,Advanced,9,11
TCH4772,SCH0481,Math,Advanced,11,12
TCH4773,SCH0059,Math,Advanced,2,10
TCH4774,SCH0986,Social Studies,Basic,5,29
TCH4775,SCH0772,Math,Advanced,17,14
TCH4776,SCH0086,Science,Advanced,11,21
TCH4777,SCH0982,Social Studies,Basic,18,27
TCH4778,SCH0384,Math,Advanced,7,28
TCH4779,SCH0288,Math,Basic,2,27
TCH4780,SCH0820,English,Basic,8,27
TCH4781,SCH0101,Social Studies,Advanced,2,14
TCH4782,SCH0474,Nepali,Basic,5,26
TCH4783,SCH0957,Social Studies,Advanced,18,21
TCH4784,SCH0363,Math,Advanced,16,13
TCH4785,SCH0636,Nepali,Advanced,18,25
TCH4786,SCH0512,Social Studies,Basic,3,25
TCH4787,SCH0272,Science,Basic,8,25
TCH4788,SCH0509,Nepali,Advanced,13,22
TCH4789,SCH0030,Social Studies,Advanced,18,29
TCH4790,SCH0860,English,Basic,11,25
TCH4791,SCH0827,Math,Advanced,14,24
TCH4792,SCH0059,Nepali,Advanced,28,11
TCH4793,SCH0141,Social Studies,Advanced,15,14
TCH4794,SCH0678,Social Studies,Advanced,9,10
TCH4795,SCH0210,Science,Basic,2,22
TCH4796,SCH0756,English,Advanced,29,13
TCH4797,SCH0818,English,Basic,4,26
TCH4798,SCH0944,Math,Advanced,12,24
TCH4799,SCH0764,Nepali,Basic,8,24
TCH4800,SCH0514,Social Studies,Advanced,2,26
TCH4801,SCH0911,Math,Basic,7,29
TCH4802,SCH0100,Social Studies,Basic,6,20
TCH4803,SCH0830,English,Basic,5,29
TCH4804,SCH0639,Science,Advanced,16,22
TCH4805,SCH0170,English,Advanced,2,27
TCH4806,SCH0927,Math,Advanced,25,10
TCH4807,SCH0858,Math,Advanced,12,27
TCH4808,SCH0674,Science,Advanced,1,25
TCH4809,SCH0840,Nepali,Basic,10,22
TCH4810,SCH0270,Math,Basic,11,26
TCH4811,SCH0591,Science,Basic,3,26
TCH4812,SCH0791,Nepali,Basic,3,24
TCH4813,SCH0239,Math,Advanced,19,25
TCH4814,SCH0684,Nepali,Advanced,27,10
TCH4815,SCH0507,Social Studies,Basic,14,27
TCH4816,SCH0295,Science,Basic,12,29
TCH4817,SCH0742,Social Studies,Basic,16,26
TCH4818,SCH0200,Math,Advanced,2,12
TCH4819,SCH0789,Math,Advanced,26,12
TCH4820,SCH0383,Science,Basic,19,22
TCH4821,SCH0292,Nepali,Basic,14,27
TCH4822,SCH0138,Nepali,Basic,10,21
TCH4823,SCH0340,Science,Advanced,10,23
TCH4824,SCH0707,English,Basic,11,21
TCH4825,SCH0575,Science,Basic,2,23
TCH4826,SCH0156,Social Studies,Basic,19,20
TCH4827,SCH0964,Science,Basic,10,23
TCH4828,SCH0660,Social Studies,Basic,12,26
TCH4829,SCH0745,Science,Advanced,11,22
TCH4830,SCH0583,Nepali,Basic,15,28
TCH4831,SCH0874,English,Advanced,19,24
TCH4832,SCH0530,Nepali,Advanced,13,24
TCH4833,SCH0971,Science,Advanced,7,28
TCH4834,SCH0494,Social Studies,Basic,12,20
TCH4835,SCH0222,Nepali,Advanced,5,24
TCH4836,SCH0518,Nepali,Basic,1,25
TCH4837,SCH0723,English,Basic,10,29
TCH4838,SCH0099,Math,Basic,9,27
TCH4839,SCH0251,Science,Basic,15,23
TCH4840,SCH0061,English,Advanced,15,12
TCH4841,SCH0989,Math,Advanced,15,25
TCH4842,SCH0051,Social Studies,Basic,12,20
TCH4843,SCH0827,Social Studies,Advanced,1,28
TCH4844,SCH0258,Math,Advanced,9,24
TCH4845,SCH0886,Nepali,Basic,8,24
TCH4846,SCH0906,Nepali,Advanced,15,21
TCH4847,SCH0719,English,Basic,10,26
TCH4848,SCH0439,Nepali,Basic,1,24
TCH4849,SCH0250,Nepali,Advanced,6,24
TCH4850,SCH0209,English,Advanced,10,23
TCH4851,SCH0483,Social Studies,Basic,14,23
TCH4852,SCH0657,Science,Basic,12,20
TCH4853,SCH0157,Social Studies,Basic,16,27
TCH4854,SCH0877,Science,Basic,17,24
TCH4855,SCH0345,Math,Advanced,7,26
TCH4856,SCH0309,Social Studies,Basic,17,21
TCH4857,SCH0398,Science,Advanced,3,28
TCH4858,SCH0262,Social Studies,Advanced,3,14
TCH4859,SCH0770,Social Studies,Advanced,20,13
TCH4860,SCH0190,English,Advanced,14,13
TCH4861,SCH0942,English,Advanced,13,20
TCH4862,SCH0496,Nepali,Advanced,27,13
TCH4863,SCH0216,Social Studies,Basic,16,28
TCH4864,SCH0202,Math,Basic,19,26
TCH4865,SCH0219,Nepali,Advanced,8,28
TCH4866,SCH0897,Nepali,Basic,10,28
TCH4867,SCH0505,Social Studies,Advanced,10,25
TCH4868,SCH0117,Nepali,Basic,2,26
TCH4869,SCH0853,Science,Advanced,22,11
TCH4870,SCH0286,Nepali,Basic,12,24
TCH4871,SCH0480,Nepali,Advanced,3,11
TCH4872,SCH0039,Math,Basic,15,29
TCH4873,SCH0377,English,Basic,7,29
TCH4874,SCH0110,Social Studies,Advanced,11,12
TCH4875,SCH0295,Social Studies,Basic,3,28
TCH4876,SCH0452,Math,Advanced,24,12
TCH4877,SCH0804,English,Advanced,21,12
TCH4878,SCH0644,Social Studies,Basic,8,22
TCH4879,SCH0526,Social Studies,Advanced,4,13
TCH4880,SCH0418,Social Studies,Advanced,13,26
TCH4881,SCH0383,Science,Advanced,19,25
TCH4882,SCH0159,Science,Advanced,19,13
TCH4883,SCH0130,Social Studies,Advanced,23,11
TCH4884,SCH0932,Science,Basic,17,24
TCH4885,SCH0649,Science,Advanced,5,12
TCH4886,SCH0270,Math,Basic,4,29
TCH4887,SCH0700,Social Studies,Advanced,23,12
TCH4888,SCH0115,English,Basic,4,22
TCH4889,SCH0171,Science,Advanced,9,14
TCH4890,SCH0550,Social Studies,Advanced,15,13
TCH4891,SCH0376,Math,Advanced,11,11
TCH4892,SCH0393,Nepali,Advanced,1,12
TCH4893,SCH0892,Nepali,Basic,6,22
TCH4894,SCH0242,English,Basic,15,25
TCH4895,SCH0835,Math,Advanced,22,14
TCH4896,SCH0282,Social Studies,Basic,15,27
TCH4897,SCH0200,Nepali,Advanced,2,10
TCH4898,SCH0496,Science,Advanced,19,14
TCH4899,SCH0245,Nepali,Advanced,26,10
TCH4900,SCH0472,English,Basic,8,27
TCH4901,SCH0296,Social Studies,Advanced,19,24
TCH4902,SCH0851,Math,Advanced,10,22
TCH4903,SCH0812,English,Basic,3,28
TCH4904,SCH0565,Social Studies,Basic,5,23
TCH4905,SCH0588,Math,Advanced,18,13
TCH4906,SCH0102,English,Basic,19,24
TCH4907,SCH0596,Science,Basic,13,20
TCH4908,SCH0420,Social Studies,Basic,6,20
TCH4909,SCH0205,Science,Advanced,10,14
TCH4910,SCH0221,Science,Basic,7,21
TCH4911,SCH0413,Science,Basic,17,24
TCH4912,SCH0218,English,Advanced,5,13
TCH4913,SCH0457,Nepali,Basic,10,23
TCH4914,SCH0816,English,Advanced,12,10
TCH4915,SCH0743,Math,Advanced,19,12
TCH4916,SCH0648,Social Studies,Advanced,1,12
TCH4917,SCH0962,Science,Advanced,2,27
TCH4918,SCH0773,Nepali,Advanced,16,23
TCH4919,SCH0585,Social Studies,Advanced,16,27
TCH4920,SCH0347,Social Studies,Advanced,9,12
TCH4921,SCH0913,Science,Basic,14,20
TCH4922,SCH0536,Science,Advanced,2,24
TCH4923,SCH0439,Nepali,Advanced,5,23
TCH4924,SCH0415,Nepali,Basic,5,29
TCH4925,SCH0881,Science,Advanced,10,25
TCH4926,SCH0005,Math,Advanced,21,12
TCH4927,SCH0324,English,Basic,4,21
TCH4928,SCH0541,Nepali,Advanced,8,13
TCH4929,SCH0792,Nepali,Advanced,6,21
TCH4930,SCH0902,Social Studies,Basic,15,24
TCH4931,SCH0728,English,Advanced,9,13
TCH4932,SCH0461,Social Studies,Basic,5,25
TCH4933,SCH0230,English,Basic,2,21
TCH4934,SCH0346,English,Advanced,17,21
TCH4935,SCH0322,Nepali,Basic,6,21
TCH4936,SCH0087,Science,Advanced,13,12
TCH4937,SCH0091,Social Studies,Basic,12,22
TCH4938,SCH0931,Math,Advanced,14,29
TCH4939,SCH0267,Math,Advanced,15,24
TCH4940,SCH0218,English,Advanced,22,12
TCH4941,SCH0177,Science,Advanced,7,12
TCH4942,SCH0604,Nepali,Basic,3,29
TCH4943,SCH0402,English,Advanced,4,14
TCH4944,SCH0078,Nepali,Advanced,6,12
TCH4945,SCH0441,Nepali,Advanced,18,10
TCH4946,SCH0521,Nepali,Basic,9,26
TCH4947,SCH0645,Science,Advanced,30,14
TCH4948,SCH0288,Science,Basic,9,23
TCH4949,SCH0662,Science,Advanced,20,13
TCH4950,SCH0539,Social Studies,Advanced,9,23
TCH4951,SCH0809,Science,Advanced,5,11
TCH4952,SCH0559,English,Basic,7,22
TCH4953,SCH0517,English,Basic,11,29
TCH4954,SCH0854,Social Studies,Basic,17,29
TCH4955,SCH0002,English,Basic,7,23
TCH4956,SCH0917,Nepali,Advanced,13,13
TCH4957,SCH0300,Math,Advanced,17,20
TCH4958,SCH0091,Science,Advanced,8,29
TCH4959,SCH0407,Math,Basic,18,27
TCH4960,SCH0713,English,Basic,9,25
TCH4961,SCH0748,Science,Advanced,10,27
TCH4962,SCH0893,Math,Advanced,9,14
TCH4963,SCH0875,Math,Advanced,19,27
TCH4964,SCH0249,English,Advanced,2,14
TCH4965,SCH0315,Social Studies,Basic,5,26
TCH4966,SCH0412,Science,Basic,12,29
TCH4967,SCH0803,Science,Basic,10,22
TCH4968,SCH0761,Nepali,Advanced,8,25
TCH4969,SCH0313,Social Studies,Advanced,10,25
TCH4970,SCH0382,English,Basic,16,27
TCH4971,SCH0457,English,Advanced,5,24
TCH4972,SCH0114,English,Basic,1,28
TCH4973,SCH0850,Nepali,Advanced,18,26
TCH4974,SCH0055,Math,Basic,19,23
TCH4975,SCH0676,Science,Advanced,6,24
TCH4976,SCH0743,Math,Advanced,2,10
TCH4977,SCH0890,Social Studies,Advanced,7,12
TCH4978,SCH0504,Science,Advanced,14,14
TCH4979,SCH0260,Nepali,Advanced,4,12
TCH4980,SCH0936,Math,Basic,11,28
TCH4981,SCH0770,Math,Advanced,24,11
TCH4982,SCH0389,Social Studies,Advanced,23,13
TCH4983,SCH0104,Math,Advanced,16,26
TCH4984,SCH0792,Social Studies,Basic,4,27
TCH4985,SCH0143,English,Advanced,15,27
TCH4986,SCH0528,Math,Advanced,5,28
TCH4987,SCH0453,Social Studies,Basic,13,22
TCH4988,SCH0707,Math,Advanced,14,26
TCH4989,SCH0394,Nepali,Basic,7,29
TCH4990,SCH0922,English,Advanced,5,21
TCH4991,SCH0257,Math,Basic,11,25
TCH4992,SCH0566,Math,Basic,10,20
TCH4993,SCH0536,Math,Basic,4,27
TCH4994,SCH0030,Social Studies,Basic,19,21
TCH4995,SCH0174,English,Basic,11,24
TCH4996,SCH0629,Social Studies,Basic,14,29
TCH4997,SCH0354,Math,Advanced,27,12
TCH4998,SCH0765,Science,Advanced,27,12
TCH4999,SCH0584,Science,Basic,12,24
TCH5000,SCH0015,Math,Advanced,6,20
TCH5001,SCH0188,Social Studies,Advanced,30,13
TCH5002,SCH0320,Nepali,Advanced,29,11
TCH5003,SCH0244,Science,Basic,16,25
TCH5004,SCH0763,Nepali,Basic,1,25
TCH5005,SCH0910,Math,Basic,14,28
TCH5006,SCH0205,Science,Advanced,23,13
TCH5007,SCH0287,Science,Advanced,3,14
TCH5008,SCH0616,English,Basic,15,26
TCH5009,SCH0245,English,Advanced,4,12
TCH5010,SCH0310,Social Studies,Basic,4,25
TCH5011,SCH0146,English,Basic,4,27
TCH5012,SCH0052,Science,Advanced,7,22
TCH5013,SCH0659,Math,Basic,19,23
TCH5014,SCH0170,English,Basic,10,29
TCH5015,SCH0094,Social Studies,Basic,7,22
TCH5016,SCH0451,Math,Advanced,14,28
TCH5017,SCH0208,Social Studies,Basic,19,22
TCH5018,SCH0306,Nepali,Advanced,11,21
TCH5019,SCH0308,Science,Basic,4,20
TCH5020,SCH0491,Science,Basic,5,24
TCH5021,SCH0811,English,Basic,17,28
TCH5022,SCH0159,Social Studies,Advanced,18,12
TCH5023,SCH0131,Social Studies,Basic,6,20
TCH5024,SCH0015,Nepali,Basic,13,28
TCH5025,SCH0159,Social Studies,Advanced,8,14
TCH5026,SCH0640,English,Advanced,1,28
TCH5027,SCH0847,Social Studies,Advanced,26,10
TCH5028,SCH0177,English,Advanced,19,10
TCH5029,SCH0974,Science,Advanced,2,10
TCH5030,SCH0570,Nepali,Basic,8,26
TCH5031,SCH0841,Social Studies,Basic,3,23
TCH5032,SCH0822,Math,Basic,13,27
TCH5033,SCH0284,English,Basic,13,24
TCH5034,SCH0494,Social Studies,Basic,8,22
TCH5035,SCH0054,English,Basic,14,26
TCH5036,SCH0793,Social Studies,Advanced,6,12
TCH5037,SCH0264,English,Advanced,18,23
TCH5038,SCH0384,Social Studies,Basic,19,27
TCH5039,SCH0807,Nepali,Advanced,19,26
TCH5040,SCH0118,Math,Advanced,22,10
TCH5041,SCH0406,Social Studies,Advanced,20,14
TCH5042,SCH0137,Science,Advanced,10,14
TCH5043,SCH0469,Nepali,Basic,12,27
TCH5044,SCH0091,Social Studies,Basic,14,22
TCH5045,SCH0092,Math,Advanced,8,26
TCH5046,SCH0584,Math,Advanced,6,21
TCH5047,SCH0553,Math,Basic,5,23
TCH5048,SCH0691,English,Advanced,19,28
TCH5049,SCH0904,English,Basic,18,23
TCH5050,SCH0016,Science,Basic,13,22
TCH5051,SCH0749,Math,Basic,14,28
TCH5052,SCH0076,English,Basic,9,28
TCH5053,SCH0932,English,Basic,12,28
TCH5054,SCH0525,Math,Basic,5,25
TCH5055,SCH0878,Social Studies,Basic,3,27
TCH5056,SCH0332,English,Basic,6,20
TCH5057,SCH0733,Social Studies,Advanced,18,12
TCH5058,SCH0780,Science,Advanced,2,12
TCH5059,SCH0100,Math,Basic,12,20
TCH5060,SCH0152,English,Advanced,21,12
TCH5061,SCH0318,Nepali,Basic,4,20
TCH5062,SCH0725,Math,Advanced,14,22
TCH5063,SCH0280,Science,Basic,9,22
TCH5064,SCH0902,Math,Basic,11,25
TCH5065,SCH0886,Nepali,Advanced,4,28
TCH5066,SCH0354,English,Advanced,23,12
TCH5067,SCH0412,English,Advanced,11,28
TCH5068,SCH0953,Science,Advanced,12,26
TCH5069,SCH0625,Nepali,Advanced,5,13
TCH5070,SCH0666,Social Studies,Basic,3,24
TCH5071,SCH0494,Science,Basic,12,29
TCH5072,SCH0071,Science,Basic,14,22
TCH5073,SCH0485,English,Basic,4,23
TCH5074,SCH0986,Nepali,Basic,6,21
TCH5075,SCH0101,English,Advanced,1,14
TCH5076,SCH0567,Science,Basic,14,20
TCH5077,SCH0943,Math,Basic,1,21
TCH5078,SCH0091,English,Basic,13,28
TCH5079,SCH0584,Nepali,Basic,14,21
TCH5080,SCH0967,Nepali,Advanced,20,13
TCH5081,SCH0397,English,Basic,11,29
TCH5082,SCH0521,Nepali,Basic,10,23
TCH5083,SCH0787,Social Studies,Advanced,5,29
TCH5084,SCH0104,Social Studies,Basic,15,27
TCH5085,SCH0364,English,Basic,14,29
TCH5086,SCH0978,Science,Advanced,10,24
TCH5087,SCH0102,Math,Basic,14,27
TCH5088,SCH0604,Math,Basic,19,22
TCH5089,SCH0699,Nepali,Advanced,18,28
TCH5090,SCH0014,Social Studies,Advanced,7,24
TCH5091,SCH0549,Math,Advanced,3,27
TCH5092,SCH0832,Social Studies,Basic,13,21
TCH5093,SCH0514,Nepali,Advanced,13,26
TCH5094,SCH0629,Math,Basic,5,20
TCH5095,SCH0343,Math,Basic,19,28
TCH5096,SCH0361,English,Advanced,8,21
TCH5097,SCH0527,Social Studies,Advanced,28,10
TCH5098,SCH0302,English,Advanced,26,13
TCH5099,SCH0303,Social Studies,Advanced,15,11
TCH5100,SCH0087,English,Advanced,12,12
TCH5101,SCH0505,English,Basic,6,26
TCH5102,SCH0251,English,Basic,10,25
TCH5103,SCH0140,English,Advanced,19,25
TCH5104,SCH0312,Science,Advanced,19,14
TCH5105,SCH0153,Social Studies,Advanced,9,11
TCH5106,SCH0151,Math,Advanced,2,27
TCH5107,SCH0072,Nepali,Advanced,28,14
TCH5108,SCH0361,English,Basic,4,20
TCH5109,SCH0855,Nepali,Advanced,6,14
TCH5110,SCH0346,Math,Advanced,6,28
TCH5111,SCH0133,Nepali,Advanced,14,24
TCH5112,SCH0310,Nepali,Basic,11,20
TCH5113,SCH0970,Nepali,Advanced,15,24
TCH5114,SCH0565,Math,Basic,13,21
TCH5115,SCH0138,Social Studies,Basic,3,22
TCH5116,SCH0362,Science,Advanced,16,14
TCH5117,SCH0035,Math,Advanced,7,21
TCH5118,SCH0591,English,Basic,1,26
TCH5119,SCH0999,Social Studies,Basic,3,27
TCH5120,SCH0479,Math,Basic,11,21
TCH5121,SCH0105,English,Basic,5,26
TCH5122,SCH0782,Nepali,Advanced,1,12
TCH5123,SCH0836,English,Advanced,25,12
TCH5124,SCH0811,Math,Basic,18,22
TCH5125,SCH0173,Math,Advanced,21,14
TCH5126,SCH0496,Social Studies,Advanced,5,14
TCH5127,SCH0329,Nepali,Advanced,17,26
TCH5128,SCH0636,Nepali,Advanced,18,22
TCH5129,SCH0806,English,Basic,11,20
TCH5130,SCH0224,Science,Advanced,10,14
TCH5131,SCH0910,Science,Advanced,10,23
TCH5132,SCH0882,Math,Basic,8,29
TCH5133,SCH0720,English,Advanced,23,13
TCH5134,SCH0329,Math,Basic,2,20
TCH5135,SCH0753,Nepali,Basic,11,28
TCH5136,SCH0860,Social Studies,Advanced,6,28
TCH5137,SCH0936,English,Advanced,1,28
TCH5138,SCH0954,English,Advanced,30,13
TCH5139,SCH0748,Math,Basic,2,24
TCH5140,SCH0260,Science,Advanced,11,13
TCH5141,SCH0397,English,Basic,1,25
TCH5142,SCH0882,English,Basic,13,29
TCH5143,SCH0521,English,Basic,4,27
TCH5144,SCH0288,Math,Basic,3,27
TCH5145,SCH0161,Math,Advanced,7,23
TCH5146,SCH0941,Social Studies,Advanced,20,12
TCH5147,SCH0409,Science,Advanced,10,24
TCH5148,SCH0217,Nepali,Basic,2,27
TCH5149,SCH0373,English,Advanced,2,11
TCH5150,SCH0159,Nepali,Advanced,2,10
TCH5151,SCH0891,Science,Advanced,10,28
TCH5152,SCH0165,Math,Basic,9,24
TCH5153,SCH0979,Math,Basic,13,26
TCH5154,SCH0311,English,Basic,4,25
TCH5155,SCH0860,Science,Advanced,11,21
TCH5156,SCH0532,Nepali,Basic,18,24
TCH5157,SCH0350,Nepali,Basic,13,27
TCH5158,SCH0658,Science,Advanced,19,12
TCH5159,SCH0643,Math,Basic,10,25
TCH5160,SCH0034,Science,Advanced,8,26
TCH5161,SCH0386,English,Basic,5,28
TCH5162,SCH0822,Social Studies,Basic,9,23
TCH5163,SCH0800,English,Basic,1,22
TCH5164,SCH0353,Math,Advanced,29,14
TCH5165,SCH0679,English,Basic,11,28
TCH5166,SCH0881,Math,Basic,10,25
TCH5167,SCH0423,Social Studies,Basic,13,28
TCH5168,SCH0521,Social Studies,Basic,7,21
TCH5169,SCH0144,Science,Basic,1,21
TCH5170,SCH0982,Social Studies,Advanced,1,26
TCH5171,SCH0987,English,Advanced,27,11
TCH5172,SCH0382,Math,Advanced,9,27
TCH5173,SCH0820,Math,Basic,5,26
TCH5174,SCH0002,English,Basic,6,20
TCH5175,SCH0272,Nepali,Basic,2,20
TCH5176,SCH0592,English,Basic,8,26
TCH5177,SCH0870,Science,Advanced,20,13
TCH5178,SCH0085,Social Studies,Basic,17,22
TCH5179,SCH0432,Science,Basic,11,29
TCH5180,SCH0156,Social Studies,Basic,4,23
TCH5181,SCH0149,Math,Basic,6,24
TCH5182,SCH0198,Math,Basic,18,24
TCH5183,SCH0375,Math,Advanced,12,13
TCH5184,SCH0789,Social Studies,Advanced,3,13
TCH5185,SCH0282,Science,Basic,5,26
TCH5186,SCH0830,Math,Basic,5,25
TCH5187,SCH0041,Math,Advanced,1,22
TCH5188,SCH0906,Science,Advanced,11,26
TCH5189,SCH0593,Science,Advanced,26,10
TCH5190,SCH0950,Social Studies,Advanced,29,13
TCH5191,SCH0748,Science,Basic,12,23
TCH5192,SCH0050,English,Basic,13,28
TCH5193,SCH0491,Math,Advanced,16,25
TCH5194,SCH0151,Science,Basic,13,20
TCH5195,SCH0702,English,Basic,18,20
TCH5196,SCH0348,Nepali,Advanced,17,29
TCH5197,SCH0356,Math,Advanced,8,22
TCH5198,SCH0958,Science,Advanced,30,13
TCH5199,SCH0279,English,Advanced,8,22
TCH5200,SCH0896,English,Basic,7,20
TCH5201,SCH0010,Math,Basic,4,27
TCH5202,SCH0212,Math,Advanced,24,11
TCH5203,SCH0234,Science,Basic,6,23
TCH5204,SCH0485,Science,Basic,3,23
TCH5205,SCH0341,Science,Advanced,8,20
TCH5206,SCH0769,English,Basic,2,24
TCH5207,SCH0760,Nepali,Basic,7,23
TCH5208,SCH0749,Science,Advanced,12,27
TCH5209,SCH0840,English,Basic,13,27
TCH5210,SCH0465,Math,Basic,1,23
TCH5211,SCH0209,Math,Advanced,10,24
TCH5212,SCH0977,Math,Basic,9,25
TCH5213,SCH0227,Math,Basic,8,25
TCH5214,SCH0985,English,Advanced,1,29
TCH5215,SCH0453,Math,Basic,1,28
TCH5216,SCH0017,Science,Advanced,13,24
TCH5217,SCH0145,Science,Basic,4,28
TCH5218,SCH0742,Math,Basic,18,26
TCH5219,SCH0211,Social Studies,Basic,11,22
TCH5220,SCH0347,Math,Advanced,2,12
TCH5221,SCH0137,Nepali,Advanced,2,10
TCH5222,SCH0474,Math,Advanced,15,23
TCH5223,SCH0680,Nepali,Basic,9,21
TCH5224,SCH0720,Nepali,Advanced,11,13
TCH5225,SCH0241,Nepali,Basic,12,27
TCH5226,SCH0182,English,Advanced,12,21
TCH5227,SCH0604,Social Studies,Advanced,2,22
TCH5228,SCH0597,Nepali,Basic,11,24
TCH5229,SCH0001,Science,Advanced,1,29
TCH5230,SCH0479,English,Basic,4,29
TCH5231,SCH0435,Social Studies,Basic,16,21
TCH5232,SCH0819,English,Basic,3,21
TCH5233,SCH0021,Science,Basic,17,21
TCH5234,SCH0304,English,Advanced,8,12
TCH5235,SCH0271,Math,Advanced,16,26
TCH5236,SCH0023,Science,Basic,9,28
TCH5237,SCH0171,Math,Advanced,26,10
TCH5238,SCH0146,Social Studies,Basic,19,24
TCH5239,SCH0381,Science,Advanced,24,12
TCH5240,SCH0422,Nepali,Basic,9,25
TCH5241,SCH0258,Social Studies,Basic,17,25
TCH5242,SCH0164,English,Advanced,6,22
TCH5243,SCH0368,English,Basic,3,23
TCH5244,SCH0751,Nepali,Basic,1,24
TCH5245,SCH0145,Science,Basic,4,22
TCH5246,SCH0888,English,Basic,5,25
TCH5247,SCH0265,Social Studies,Advanced,10,21
TCH5248,SCH0470,English,Basic,6,20
TCH5249,SCH0697,Nepali,Basic,6,28
TCH5250,SCH0204,Social Studies,Basic,11,29
TCH5251,SCH0249,Math,Advanced,10,11
TCH5252,SCH0843,Nepali,Advanced,21,12
TCH5253,SCH0804,Science,Advanced,28,14
TCH5254,SCH0292,Social Studies,Advanced,13,27
TCH5255,SCH0831,Social Studies,Basic,1,29
TCH5256,SCH0221,Social Studies,Basic,18,23
TCH5257,SCH0332,Nepali,Basic,15,28
TCH5258,SCH0155,Math,Basic,1,20
TCH5259,SCH0095,Nepali,Advanced,12,11
TCH5260,SCH0455,English,Advanced,30,10
TCH5261,SCH0595,Nepali,Advanced,10,11
TCH5262,SCH0031,Social Studies,Advanced,6,29
TCH5263,SCH0751,Social Studies,Basic,10,25
TCH5264,SCH0978,English,Advanced,18,23
TCH5265,SCH0611,English,Basic,12,28
TCH5266,SCH0069,Social Studies,Basic,3,27
TCH5267,SCH0811,English,Basic,3,21
TCH5268,SCH0516,Nepali,Basic,7,23
TCH5269,SCH0102,Science,Basic,12,27
TCH5270,SCH0416,Math,Advanced,9,13
TCH5271,SCH0670,Science,Basic,7,25
TCH5272,SCH0440,English,Basic,7,24
TCH5273,SCH0587,Science,Advanced,19,14
TCH5274,SCH0575,Math,Advanced,13,27
TCH5275,SCH0846,English,Advanced,24,10
TCH5276,SCH0753,Social Studies,Basic,9,29
TCH5277,SCH0800,Nepali,Basic,7,28
TCH5278,SCH0799,Nepali,Advanced,23,14
TCH5279,SCH0920,English,Basic,13,20
TCH5280,SCH0313,English,Basic,19,25
TCH5281,SCH0446,Social Studies,Basic,2,24
TCH5282,SCH0527,Nepali,Advanced,27,14
TCH5283,SCH0273,Math,Basic,8,23
TCH5284,SCH0205,Math,Advanced,21,10
TCH5285,SCH0468,Math,Advanced,13,13
TCH5286,SCH0375,Social Studies,Advanced,26,12
TCH5287,SCH0598,English,Basic,12,28
TCH5288,SCH0444,Nepali,Advanced,16,12
TCH5289,SCH0367,English,Advanced,14,29
TCH5290,SCH0459,Science,Basic,12,24
TCH5291,SCH0240,Nepali,Advanced,8,28
TCH5292,SCH0898,Math,Basic,9,24
TCH5293,SCH0341,Math,Advanced,9,22
TCH5294,SCH0055,Math,Basic,8,21
TCH5295,SCH0079,Science,Basic,7,28
TCH5296,SCH0327,Nepali,Basic,12,26
TCH5297,SCH0550,Math,Advanced,24,12
TCH5298,SCH0241,Science,Basic,11,27
TCH5299,SCH0951,Science,Advanced,21,12
TCH5300,SCH0104,English,Basic,17,25
TCH5301,SCH0771,Science,Basic,18,20
TCH5302,SCH0094,English,Basic,3,29
TCH5303,SCH0767,Nepali,Advanced,19,25
TCH5304,SCH0405,Social Studies,Basic,15,25
TCH5305,SCH0710,Social Studies,Basic,19,26
TCH5306,SCH0009,Nepali,Basic,2,28
TCH5307,SCH0296,Social Studies,Basic,11,26
TCH5308,SCH0221,Science,Basic,12,27
TCH5309,SCH0729,Math,Advanced,13,12
TCH5310,SCH0473,Social Studies,Basic,5,24
